Start (s),End (s),Scientific.name,Common.name,Confidence,File
366.0,369.0,Turdus merula,Eurasian Blackbird,0.9229,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
369.0,372.0,Turdus merula,Eurasian Blackbird,0.9150,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
375.0,378.0,Turdus merula,Eurasian Blackbird,0.6966,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
381.0,384.0,Turdus merula,Eurasian Blackbird,0.9013,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
384.0,387.0,Turdus merula,Eurasian Blackbird,0.9317,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
387.0,390.0,Turdus merula,Eurasian Blackbird,0.5903,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
396.0,399.0,Turdus merula,Eurasian Blackbird,0.9820,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
402.0,405.0,Turdus merula,Eurasian Blackbird,0.9366,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
408.0,411.0,Turdus merula,Eurasian Blackbird,0.9329,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
414.0,417.0,Turdus merula,Eurasian Blackbird,0.8641,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
420.0,423.0,Turdus merula,Eurasian Blackbird,0.8866,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
426.0,429.0,Turdus merula,Eurasian Blackbird,0.6009,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
429.0,432.0,Turdus merula,Eurasian Blackbird,0.8725,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
432.0,435.0,Turdus merula,Eurasian Blackbird,0.8132,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
438.0,441.0,Turdus merula,Eurasian Blackbird,0.9711,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
441.0,444.0,Turdus merula,Eurasian Blackbird,0.9473,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
444.0,447.0,Numenius arquata,Eurasian Curlew,0.8335,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
447.0,450.0,Turdus merula,Eurasian Blackbird,0.8905,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
453.0,456.0,Turdus merula,Eurasian Blackbird,0.8623,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
459.0,462.0,Turdus merula,Eurasian Blackbird,0.9350,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
465.0,468.0,Turdus merula,Eurasian Blackbird,0.5264,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
468.0,471.0,Turdus merula,Eurasian Blackbird,0.7039,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
477.0,480.0,Turdus merula,Eurasian Blackbird,0.8915,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
480.0,483.0,Turdus merula,Eurasian Blackbird,0.9797,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
486.0,489.0,Turdus merula,Eurasian Blackbird,0.9089,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
489.0,492.0,Turdus merula,Eurasian Blackbird,0.8422,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
495.0,498.0,Turdus merula,Eurasian Blackbird,0.9642,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
501.0,504.0,Turdus merula,Eurasian Blackbird,0.9142,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
507.0,510.0,Turdus merula,Eurasian Blackbird,0.9565,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
513.0,516.0,Turdus merula,Eurasian Blackbird,0.9697,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
519.0,522.0,Turdus merula,Eurasian Blackbird,0.8210,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
525.0,528.0,Turdus merula,Eurasian Blackbird,0.9634,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
534.0,537.0,Turdus merula,Eurasian Blackbird,0.8989,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
540.0,543.0,Turdus merula,Eurasian Blackbird,0.6860,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
546.0,549.0,Turdus merula,Eurasian Blackbird,0.9839,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
549.0,552.0,Sylvia atricapilla,Eurasian Blackcap,0.5900,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
552.0,555.0,Turdus merula,Eurasian Blackbird,0.5086,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
558.0,561.0,Turdus merula,Eurasian Blackbird,0.5151,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
564.0,567.0,Turdus merula,Eurasian Blackbird,0.9692,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
570.0,573.0,Turdus merula,Eurasian Blackbird,0.9887,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
576.0,579.0,Turdus merula,Eurasian Blackbird,0.8085,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
579.0,582.0,Turdus merula,Eurasian Blackbird,0.6582,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
585.0,588.0,Turdus merula,Eurasian Blackbird,0.9494,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_150000.WAV
0.0,3.0,Certhia brachydactyla,Short-toed Treecreeper,0.8736,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
21.0,24.0,Certhia brachydactyla,Short-toed Treecreeper,0.9921,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
36.0,39.0,Certhia brachydactyla,Short-toed Treecreeper,0.9277,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
51.0,54.0,Certhia brachydactyla,Short-toed Treecreeper,0.9904,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
60.0,63.0,Certhia brachydactyla,Short-toed Treecreeper,0.9400,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
63.0,66.0,Certhia brachydactyla,Short-toed Treecreeper,0.9664,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
75.0,78.0,Certhia brachydactyla,Short-toed Treecreeper,0.9821,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
87.0,90.0,Certhia brachydactyla,Short-toed Treecreeper,0.9567,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
99.0,102.0,Certhia brachydactyla,Short-toed Treecreeper,0.8466,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
102.0,105.0,Certhia brachydactyla,Short-toed Treecreeper,0.9348,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
114.0,117.0,Certhia brachydactyla,Short-toed Treecreeper,0.9482,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
126.0,129.0,Certhia brachydactyla,Short-toed Treecreeper,0.9546,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
135.0,138.0,Certhia brachydactyla,Short-toed Treecreeper,0.9141,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
162.0,165.0,Certhia brachydactyla,Short-toed Treecreeper,0.9100,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
174.0,177.0,Certhia brachydactyla,Short-toed Treecreeper,0.9779,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
183.0,186.0,Certhia brachydactyla,Short-toed Treecreeper,0.9844,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
192.0,195.0,Certhia brachydactyla,Short-toed Treecreeper,0.9707,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
204.0,207.0,Certhia brachydactyla,Short-toed Treecreeper,0.9295,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
207.0,210.0,Certhia brachydactyla,Short-toed Treecreeper,0.6069,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
216.0,219.0,Certhia brachydactyla,Short-toed Treecreeper,0.9663,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
225.0,228.0,Certhia brachydactyla,Short-toed Treecreeper,0.9622,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
228.0,231.0,Certhia brachydactyla,Short-toed Treecreeper,0.7411,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
234.0,237.0,Certhia brachydactyla,Short-toed Treecreeper,0.9349,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
243.0,246.0,Certhia brachydactyla,Short-toed Treecreeper,0.8279,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
252.0,255.0,Certhia brachydactyla,Short-toed Treecreeper,0.9677,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
264.0,267.0,Certhia brachydactyla,Short-toed Treecreeper,0.5497,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
267.0,270.0,Certhia brachydactyla,Short-toed Treecreeper,0.9792,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
279.0,282.0,Certhia brachydactyla,Short-toed Treecreeper,0.9684,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
291.0,294.0,Certhia brachydactyla,Short-toed Treecreeper,0.9786,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
303.0,306.0,Certhia brachydactyla,Short-toed Treecreeper,0.8567,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
312.0,315.0,Certhia brachydactyla,Short-toed Treecreeper,0.5438,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
315.0,318.0,Certhia brachydactyla,Short-toed Treecreeper,0.9201,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
324.0,327.0,Certhia brachydactyla,Short-toed Treecreeper,0.9680,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
366.0,369.0,Certhia brachydactyla,Short-toed Treecreeper,0.9203,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
372.0,375.0,Sylvia atricapilla,Eurasian Blackcap,0.7545,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
378.0,381.0,Certhia brachydactyla,Short-toed Treecreeper,0.9907,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
390.0,393.0,Certhia brachydactyla,Short-toed Treecreeper,0.9776,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
402.0,405.0,Certhia brachydactyla,Short-toed Treecreeper,0.6437,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
405.0,408.0,Certhia brachydactyla,Short-toed Treecreeper,0.9608,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
414.0,417.0,Certhia brachydactyla,Short-toed Treecreeper,0.9635,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
426.0,429.0,Certhia brachydactyla,Short-toed Treecreeper,0.7254,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
429.0,432.0,Certhia brachydactyla,Short-toed Treecreeper,0.9071,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
441.0,444.0,Certhia brachydactyla,Short-toed Treecreeper,0.9765,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
453.0,456.0,Certhia brachydactyla,Short-toed Treecreeper,0.9695,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
468.0,471.0,Certhia brachydactyla,Short-toed Treecreeper,0.9608,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
477.0,480.0,Certhia brachydactyla,Short-toed Treecreeper,0.9565,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
486.0,489.0,Certhia brachydactyla,Short-toed Treecreeper,0.9966,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
492.0,495.0,Columba palumbus,Common Wood-Pigeon,0.7095,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
498.0,501.0,Certhia brachydactyla,Short-toed Treecreeper,0.9700,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
510.0,513.0,Certhia brachydactyla,Short-toed Treecreeper,0.9783,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
519.0,522.0,Certhia brachydactyla,Short-toed Treecreeper,0.9849,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
534.0,537.0,Certhia brachydactyla,Short-toed Treecreeper,0.9814,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
552.0,555.0,Certhia brachydactyla,Short-toed Treecreeper,0.9127,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
561.0,564.0,Turdus merula,Eurasian Blackbird,0.9797,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
564.0,567.0,Certhia brachydactyla,Short-toed Treecreeper,0.7506,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
567.0,570.0,Turdus merula,Eurasian Blackbird,0.6240,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
570.0,573.0,Carduelis carduelis,European Goldfinch,0.7225,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
582.0,585.0,Certhia brachydactyla,Short-toed Treecreeper,0.8217,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
585.0,588.0,Certhia brachydactyla,Short-toed Treecreeper,0.9676,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
591.0,594.0,Turdus merula,Eurasian Blackbird,0.6203,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
594.0,597.0,Turdus merula,Eurasian Blackbird,0.6435,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
597.0,600.0,Certhia brachydactyla,Short-toed Treecreeper,0.8461,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_160000.WAV
9.0,12.0,Certhia brachydactyla,Short-toed Treecreeper,0.9968,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
15.0,18.0,Turdus merula,Eurasian Blackbird,0.5024,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
21.0,24.0,Certhia brachydactyla,Short-toed Treecreeper,0.8349,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
24.0,27.0,Certhia brachydactyla,Short-toed Treecreeper,0.9782,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
33.0,36.0,Certhia brachydactyla,Short-toed Treecreeper,0.7033,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
36.0,39.0,Certhia brachydactyla,Short-toed Treecreeper,0.9956,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
51.0,54.0,Certhia brachydactyla,Short-toed Treecreeper,0.9772,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
54.0,57.0,Certhia brachydactyla,Short-toed Treecreeper,0.9986,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
66.0,69.0,Certhia brachydactyla,Short-toed Treecreeper,0.7684,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
72.0,75.0,Certhia brachydactyla,Short-toed Treecreeper,0.9715,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
78.0,81.0,Certhia brachydactyla,Short-toed Treecreeper,0.9041,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
102.0,105.0,Turdus merula,Eurasian Blackbird,0.7516,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
108.0,111.0,Certhia brachydactyla,Short-toed Treecreeper,0.9960,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
111.0,114.0,Turdus merula,Eurasian Blackbird,0.5788,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
126.0,129.0,Certhia brachydactyla,Short-toed Treecreeper,0.6212,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
129.0,132.0,Certhia brachydactyla,Short-toed Treecreeper,0.9582,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
147.0,150.0,Certhia brachydactyla,Short-toed Treecreeper,0.9879,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
165.0,168.0,Certhia brachydactyla,Short-toed Treecreeper,0.9163,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
